Time,TargetSpeed,SpeedL,SpeedR,TheoYawRate,ActualYawRate,SlipFlag
00:00:00,-607.78,-641.68,-651.55,-0.0564,-0.3183,0
00:00:00,-607.78,-863.80,-868.74,-0.0282,-0.1806,0
00:00:00,-607.78,-1288.30,-1150.09,0.7898,-0.6872,0
00:00:00,-607.78,-1475.86,-1406.76,0.3949,0.0480,0
00:00:00,-607.78,-1712.79,-1480.80,1.3257,0.3480,0
00:00:00,-607.78,-1535.10,-1480.80,0.3103,-0.2099,0
00:00:00,-607.78,-1579.52,-1564.71,0.0846,-0.0477,0
00:00:00,-607.78,-1707.86,-1702.92,0.0282,0.0493,0
00:00:00,-607.78,-1811.51,-1816.45,-0.0282,-0.0556,0
00:00:00,-607.78,-1900.36,-1890.49,0.0564,-0.0069,0
00:00:00,-607.78,-1979.34,-1949.72,0.1692,-0.1569,0
00:00:00,-607.78,-2033.63,-2023.76,0.0564,-0.0426,0
00:00:00,-607.78,-2166.90,-2097.80,0.3949,-0.1170,0
00:00:00,-607.78,-2196.52,-2117.54,0.4513,-0.1432,0
00:00:00,-607.78,-2211.33,-2226.14,-0.0846,0.0102,0
00:00:00,-607.78,-2324.86,-2280.43,0.2539,0.0575,0
00:00:00,-607.78,-2374.22,-2379.15,-0.0282,-0.0266,0
00:00:00,-607.78,-2443.32,-2408.77,0.1974,-0.0453,0
00:00:00,-607.78,-2463.06,-2443.32,0.1128,0.0653,0
00:00:00,-607.78,-2477.87,-2468.00,0.0564,0.0442,0
00:00:00,-607.78,-2561.78,-2542.04,0.1128,0.0420,0
00:00:00,-607.78,-2591.40,-2606.21,-0.0846,0.1054,0
00:00:00,-607.78,-2621.02,-2630.89,-0.0564,-0.0028,0
00:00:00,-607.78,-2625.95,-2635.82,-0.0564,-0.0492,0
00:00:00,-607.78,-2675.31,-2665.44,0.0564,0.1260,0
00:00:00,-607.78,-2734.54,-2719.74,0.0846,-0.3162,0
00:00:00,-607.78,-2774.03,-2749.35,0.1410,-0.0807,0
00:00:00,-607.78,-2813.52,-2778.97,0.1974,-0.0815,0
00:00:00,-607.78,-2803.65,-2774.03,0.1692,0.0592,0
00:00:00,-607.78,-2823.39,-2793.78,0.1692,-0.0951,0
00:00:00,-607.78,-2853.01,-2833.26,0.1128,0.0312,0
00:00:00,-607.78,-2897.43,-2857.94,0.2256,0.0005,0
00:00:00,-607.78,-2882.62,-2892.50,-0.0564,0.2142,0
00:00:00,-607.78,-2907.30,-2907.30,0.0000,0.0434,0
00:00:00,-607.78,-2912.24,-2927.05,-0.0846,0.0604,0
00:00:00,-607.78,-2936.92,-2941.86,-0.0282,0.0596,0
00:00:00,-607.78,-2931.98,-2956.66,-0.1410,0.1272,0
00:00:00,-607.78,-2971.47,-2991.22,-0.1128,-0.0455,0
00:00:00,-607.78,-2976.41,-3001.09,-0.1410,0.1411,0
00:00:00,-607.78,-3001.09,-2996.15,0.0282,0.0471,0
00:00:00,-607.78,-2991.22,-3015.90,-0.1410,0.1872,0
00:00:00,-607.78,-3025.77,-3045.51,-0.1128,-0.0027,0
00:00:00,-607.78,-3050.45,-3050.45,0.0000,0.1412,0
00:00:00,-607.78,-3099.81,-3075.13,0.1410,-0.0236,0
00:00:00,-607.78,-3099.81,-3089.94,0.0564,0.1211,0
00:00:00,-607.78,-3099.81,-3089.94,0.0564,0.0776,0
00:00:00,-607.78,-3114.62,-3094.87,0.1128,0.1120,0
00:00:00,-607.78,-3129.42,-3114.62,0.0846,-0.0838,0
00:00:00,-607.78,-3154.10,-3134.36,0.1128,-0.0887,0
00:00:00,-607.78,-3149.17,-3149.17,0.0000,-0.2129,0
00:00:00,-607.78,-3163.98,-3149.17,0.0846,0.0289,0
