Time,TargetSpeed,SpeedL,SpeedR,TheoYawRate,ActualYawRate,SlipFlag
00:00:00,-607.78,-577.51,-577.51,0.0000,-0.0577,0
00:00:00,-607.78,-577.51,-587.38,-0.0564,-0.0207,0
00:00:00,-607.78,-997.07,-1066.18,-0.3949,-0.5811,0
00:00:00,-607.78,-1421.57,-1480.80,-0.3385,-0.0306,0
00:00:00,-607.78,-1697.98,-1663.43,0.1974,0.1251,0
00:00:00,-607.78,-1702.92,-1747.34,-0.2539,0.9641,0
00:00:00,-607.78,-1658.50,-1480.80,1.0154,0.8596,0
00:00:00,-607.78,-1747.34,-1510.42,1.3539,-0.1612,0
00:00:00,-607.78,-1747.34,-1579.52,0.9590,-0.1838,0
00:00:00,-607.78,-1875.68,-1796.70,0.4513,-0.1741,0
00:00:00,-607.78,-2058.31,-1900.36,0.9026,-0.5076,0
00:00:00,-607.78,-2028.70,-1836.19,1.1000,-0.2934,0
00:00:00,-607.78,-2013.89,-2522.30,-2.9052,-0.3713,0
00:00:00,-607.78,-2078.06,-2152.10,-0.4231,-0.5957,0
00:00:00,-607.78,-2102.74,-2132.35,-0.1692,-0.0048,0
00:00:00,-607.78,-2161.97,-2171.84,-0.0564,0.1730,0
00:00:00,-607.78,-2265.62,-2255.75,0.0564,-0.1651,0
00:00:00,-607.78,-2334.73,-2349.54,-0.0846,0.0200,0
00:00:00,-607.78,-2433.45,-2413.70,0.1128,0.1934,0
00:00:00,-607.78,-2482.81,-2448.26,0.1974,-0.0846,0
00:00:00,-607.78,-2468.00,-2477.87,-0.0564,-0.1017,0
00:00:00,-607.78,-2546.98,-2527.23,0.1128,-0.1632,0
00:00:00,-607.78,-2601.27,-2591.40,0.0564,-0.0584,0
00:00:00,-607.78,-2630.89,-2640.76,-0.0564,0.0552,0
00:00:00,-607.78,-2640.76,-2640.76,0.0000,0.0739,0
00:00:00,-607.78,-2665.44,-2675.31,-0.0564,0.0331,0
00:00:00,-607.78,-2729.61,-2699.99,0.1692,-0.2121,0
00:00:00,-607.78,-2774.03,-2764.16,0.0564,-0.0901,0
00:00:00,-607.78,-2818.46,-2769.10,0.2821,-0.0558,0
00:00:00,-607.78,-2793.78,-2778.97,0.0846,-0.0482,0
00:00:00,-607.78,-2857.94,-2798.71,0.3385,-0.2224,0
00:00:00,-607.78,-2848.07,-2848.07,0.0000,-0.0125,0
00:00:00,-607.78,-2917.18,-2887.56,0.1692,-0.0235,0
00:00:00,-607.78,-2961.60,-2912.24,0.2821,0.2208,0
00:00:00,-607.78,-2966.54,-2922.11,0.2539,0.0272,0
00:00:00,-607.78,-2971.47,-2991.22,-0.1128,0.1343,0
00:00:00,-607.78,-3006.02,-2971.47,0.1974,-0.0319,0
00:00:00,-607.78,-2996.15,-2991.22,0.0282,0.0838,0
00:00:00,-607.78,-3025.77,-3001.09,0.1410,0.0559,0
00:00:00,-607.78,-3035.64,-3040.58,-0.0282,0.1365,0
00:00:00,-607.78,-3080.06,-3050.45,0.1692,-0.1302,0
00:00:00,-607.78,-3099.81,-3075.13,0.1410,-0.1405,0
00:00:00,-607.78,-3114.62,-3104.74,0.0564,-0.1668,0
00:00:00,-607.78,-3139.30,-3119.55,0.1128,-0.1902,0
00:00:00,-607.78,-3168.91,-3124.49,0.2539,-0.2326,0
00:00:00,-607.78,-3154.10,-3149.17,0.0282,-0.1693,0
00:00:00,-607.78,-3168.91,-3198.53,-0.1692,-0.2264,0
00:00:00,-607.78,-3173.85,-3203.46,-0.1692,-0.0297,0
00:00:00,-607.78,-3183.72,-3208.40,-0.1410,-0.0731,0
00:00:00,-607.78,-3203.46,-3223.21,-0.1128,-0.1388,0
00:00:00,-607.78,-3208.40,-3233.08,-0.1410,0.0852,0
00:00:00,-607.78,-3238.02,-3257.76,-0.1128,-0.0142,0
00:00:00,-607.78,-3223.21,-3238.02,-0.0846,0.2593,0
00:00:00,-607.78,-3267.63,-3247.89,0.1128,-0.0086,0
00:00:00,-607.78,-3257.76,-3242.95,0.0846,0.0875,0
00:00:00,-607.78,-3341.67,-3242.95,0.5641,-0.1027,0
00:00:00,-607.78,-3287.38,-3297.25,-0.0564,0.0311,0
00:00:00,-607.78,-3292.31,-3267.63,0.1410,-0.2672,0
00:00:00,-607.78,-3292.31,-3331.80,-0.2256,-0.2180,0
00:00:00,-607.78,-3321.93,-3316.99,0.0282,-0.0993,0
00:00:00,-607.78,-3307.12,-3331.80,-0.1410,-0.0702,0
00:00:00,-607.78,-3321.93,-3331.80,-0.0564,0.0136,0
00:00:00,-607.78,-3336.74,-3351.54,-0.0846,-0.2103,0
00:00:00,-607.78,-3351.54,-3341.67,0.0564,-0.1125,0
00:00:00,-607.78,-3366.35,-3341.67,0.1410,-0.2096,0
00:00:00,-607.78,-3346.61,-3366.35,-0.1128,0.0136,0
00:00:00,-607.78,-3361.42,-3356.48,0.0282,-0.2040,0
00:00:00,-607.78,-3366.35,-3391.03,-0.1410,-0.0161,0
00:00:00,-607.78,-3381.16,-3381.16,0.0000,0.2663,0
00:00:00,-607.78,-3405.84,-3381.16,0.1410,-0.0646,0
00:00:00,-607.78,-3410.78,-3386.10,0.1410,0.0716,0
00:00:00,-607.78,-3400.90,-3386.10,0.0846,-0.1369,0
00:00:00,-607.78,-3386.10,-3400.90,-0.0846,-0.0907,0
00:00:00,-607.78,-3410.78,-3391.03,0.1128,-0.3191,0
00:00:00,-607.78,-3415.71,-3450.26,-0.1974,-0.0436,0
00:00:00,-607.78,-3430.52,-3410.78,0.1128,-0.1140,0
00:00:00,-607.78,-3425.58,-3381.16,0.2539,-0.1911,0
00:00:00,-607.78,-3405.84,-3415.71,-0.0564,0.0404,0
00:00:00,-607.78,-3405.84,-3405.84,0.0000,-0.0193,0
